,filename,path_image,label_target,class_target
65,796441962379411456-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/796441962379411456-1.jpg,Negative,0
66,782105474762088449-3.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/782105474762088449-3.jpg,Positive,2
67,783396565457235970-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/783396565457235970-2.jpg,Neutral,1
68,780371184596779010-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/780371184596779010-1.jpg,Neutral,1
69,769413036918575105-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769413036918575105-2.jpg,Positive,2
70,780540496078778368-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/780540496078778368-1.jpg,Neutral,1
71,781913350494117888-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/781913350494117888-1.jpg,Negative,0
72,796648682837966848-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/796648682837966848-1.jpg,Negative,0
73,769154210621423616-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769154210621423616-1.jpg,Positive,2
74,799047917000605697-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/799047917000605697-2.jpg,Negative,0
75,769337954686734336-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769337954686734336-1.jpg,Neutral,1
76,784460861704462337-4.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/784460861704462337-4.jpg,Positive,2
77,802798467844280320-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/802798467844280320-2.jpg,Negative,0
78,782995753543340032-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/782995753543340032-1.jpg,Positive,2
79,780703520269926400-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/780703520269926400-1.jpg,Neutral,1
80,2319217700_79b724783c.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/2319217700_79b724783c.jpg,Negative,0
81,781554234168713216-3.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/781554234168713216-3.jpg,Neutral,1
82,803406943893225472-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/803406943893225472-1.jpg,Negative,0
83,804126787118592000-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/804126787118592000-1.jpg,Negative,0
84,782335893080190976-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/782335893080190976-1.jpg,Positive,2
85,781499204929585152-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/781499204929585152-1.jpg,Positive,2
86,769576983864803328-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769576983864803328-2.jpg,Positive,2
87,804111402436796416-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/804111402436796416-1.jpg,Negative,0
88,769158325237784576-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769158325237784576-1.jpg,Positive,2
89,796920129787404288-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/796920129787404288-1.jpg,Negative,0
90,784037832583241729-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/784037832583241729-1.jpg,Positive,2
91,800478908663664640-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/800478908663664640-1.jpg,Negative,0
92,782334676732112897-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/782334676732112897-1.jpg,Neutral,1
93,797070084543918080-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/797070084543918080-1.jpg,Negative,0
94,769554217182769152-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769554217182769152-1.jpg,Neutral,1
95,783883100489076736-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/783883100489076736-1.jpg,Neutral,1
96,784116287043727360-4.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/784116287043727360-4.jpg,Positive,2
97,797425610544951296-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/797425610544951296-1.jpg,Negative,0
98,780430756317233152-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/780430756317233152-1.jpg,Neutral,1
99,782035912263815168-3.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/782035912263815168-3.jpg,Positive,2
100,783703345236148224-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/783703345236148224-1.jpg,Neutral,1
101,769354060801671169-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769354060801671169-1.jpg,Neutral,1
102,783323500643778560-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/783323500643778560-1.jpg,Negative,0
103,769318581196746752-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769318581196746752-1.jpg,Neutral,1
104,782116623259996161-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/782116623259996161-1.jpg,Positive,2
105,780448309458509824-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/780448309458509824-1.jpg,Positive,2
106,784618408121892864-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/784618408121892864-1.jpg,Positive,2
107,780380168804118528-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/780380168804118528-1.jpg,Neutral,1
108,781244732286525440-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/781244732286525440-1.jpg,Positive,2
109,769372721268613120-3.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769372721268613120-3.jpg,Neutral,1
110,769253473019985922-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769253473019985922-2.jpg,Positive,2
111,801471922739539969-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/801471922739539969-1.jpg,Negative,0
112,784216803534893056-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/784216803534893056-1.jpg,Neutral,1
113,768504974288494593-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/768504974288494593-2.jpg,Negative,0
114,783488089360478208-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/783488089360478208-2.jpg,Positive,2
115,769292794603057152-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769292794603057152-1.jpg,Neutral,1
116,769342002186027008-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769342002186027008-1.jpg,Neutral,1
117,804008562280239104-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/804008562280239104-1.jpg,Negative,0
118,801357359515897856-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/801357359515897856-2.jpg,Negative,0
119,769265875559944192-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769265875559944192-2.jpg,Positive,2
120,797479515752513536-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/797479515752513536-1.jpg,Negative,0
121,797500424324517890-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/797500424324517890-1.jpg,Negative,0
122,781863694129037312-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/781863694129037312-1.jpg,Neutral,1
123,782228124608057345-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/782228124608057345-1.jpg,Positive,2
124,803985485228019712-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/803985485228019712-1.jpg,Negative,0
125,783134605998067712-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/783134605998067712-1.jpg,Negative,0
126,768640001525489665-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/768640001525489665-2.jpg,Negative,0
127,781750477289615360-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/781750477289615360-1.jpg,Neutral,1
128,784058342729580544-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/784058342729580544-1.jpg,Positive,2
129,796748733744644096-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/796748733744644096-1.jpg,Negative,0
130,780945913305063425-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/780945913305063425-1.jpg,Negative,0
131,782984324069011456-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/782984324069011456-1.jpg,Positive,2
132,780548163258023936-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/780548163258023936-1.jpg,Neutral,1
133,769392585488097280-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769392585488097280-1.jpg,Neutral,1
134,784558433777442817-3.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/784558433777442817-3.jpg,Positive,2
135,783792075724718080-4.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/783792075724718080-4.jpg,Neutral,1
136,769239761836015616-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769239761836015616-1.jpg,Positive,2
137,769311333447831552-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769311333447831552-1.jpg,Neutral,1
138,782468722472747013-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/782468722472747013-2.jpg,Neutral,1
139,780535253198774273-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/780535253198774273-2.jpg,Positive,2
140,769194480133996544-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/769194480133996544-1.jpg,Negative,0
141,780857862260228096-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/780857862260228096-1.jpg,Neutral,1
142,799633764779368448-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/799633764779368448-1.jpg,Negative,0
143,769337266825105409-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769337266825105409-1.jpg,Positive,2
144,769482188421156865-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769482188421156865-2.jpg,Positive,2
145,769180181747695617-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769180181747695617-1.jpg,Positive,2
146,782377131464495104-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/782377131464495104-1.jpg,Positive,2
147,769329536701837313-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769329536701837313-1.jpg,Positive,2
148,780870055131279360-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/780870055131279360-2.jpg,Neutral,1
149,769416048428847104-3.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769416048428847104-3.jpg,Positive,2
150,797403481384493056-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/797403481384493056-1.jpg,Negative,0
151,799644418324082689-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/799644418324082689-2.jpg,Negative,0
152,769202587719655424-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769202587719655424-1.jpg,Positive,2
153,768838274680958976-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/768838274680958976-1.jpg,Positive,2
154,2321177648_fdbcee186a.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/2321177648_fdbcee186a.jpg,Positive,2
155,796274769020653569-3.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/796274769020653569-3.jpg,Negative,0
156,769307529193062400-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769307529193062400-1.jpg,Positive,2
157,769221948610052096-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769221948610052096-1.jpg,Neutral,1
158,781587885086629888-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/781587885086629888-1.jpg,Positive,2
159,780648256141262848-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/780648256141262848-1.jpg,Neutral,1
160,796855277475594240-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/796855277475594240-1.jpg,Negative,0
161,783711066932912128-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/783711066932912128-1.jpg,Neutral,1
162,784281349653827584-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/784281349653827584-1.jpg,Positive,2
163,799042833487380480-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/799042833487380480-1.jpg,Negative,0
164,768711090800910336-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/768711090800910336-1.jpg,Negative,0
165,803372152154193920-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/803372152154193920-1.jpg,Negative,0
166,769306367391834112-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769306367391834112-1.jpg,Neutral,1
167,784213464847757312-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/784213464847757312-1.jpg,Positive,2
168,769394170947448833-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769394170947448833-2.jpg,Neutral,1
169,782033135617925120-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/782033135617925120-1.jpg,Positive,2
170,769587964561108992-3.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769587964561108992-3.jpg,Positive,2
171,2745994825_3d0640db5b.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/2745994825_3d0640db5b.jpg,Positive,2
172,769506632808013824-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769506632808013824-1.jpg,Neutral,1
173,769560697403543552-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769560697403543552-1.jpg,Positive,2
174,781977208751546368-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/781977208751546368-1.jpg,Neutral,1
175,780959163119767552-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/780959163119767552-1.jpg,Positive,2
176,799069479921717248-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/799069479921717248-1.jpg,Negative,0
177,804120340494487552-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/804120340494487552-1.jpg,Negative,0
178,769305092302462976-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769305092302462976-1.jpg,Neutral,1
179,798222301825155073-3.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/798222301825155073-3.jpg,Negative,0
180,783034622183702529-4.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/783034622183702529-4.jpg,Positive,2
181,781707519236407296-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/781707519236407296-2.jpg,Positive,2
182,769425791809642496-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769425791809642496-2.jpg,Positive,2
183,769240692954574848-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769240692954574848-1.jpg,Neutral,1
184,781493773293367298-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/781493773293367298-1.jpg,Neutral,1
185,781648757020561408-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/781648757020561408-1.jpg,Negative,0
186,769503872951824384-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769503872951824384-2.jpg,Positive,2
187,769284145960873985-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769284145960873985-1.jpg,Neutral,1
188,768102522422632448-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/768102522422632448-1.jpg,Negative,0
189,769470796674666497-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769470796674666497-1.jpg,Neutral,1
190,796756564526956544-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/796756564526956544-1.jpg,Negative,0
191,801935665948672000-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/801935665948672000-1.jpg,Negative,0
192,800744550704693248-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/800744550704693248-1.jpg,Negative,0
193,137286985_5a6ba3b3a2.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/137286985_5a6ba3b3a2.jpg,Positive,2
194,799184722610028544-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/799184722610028544-1.jpg,Negative,0
195,769576866424492032-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769576866424492032-1.jpg,Neutral,1
196,784418255960174592-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/784418255960174592-1.jpg,Neutral,1
197,780584985048805376-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/780584985048805376-1.jpg,Positive,2
198,801933048707043328-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/801933048707043328-1.jpg,Negative,0
199,769170450966519808-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769170450966519808-1.jpg,Positive,2
200,802906139788591104-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/802906139788591104-1.jpg,Negative,0
201,780669668071645184-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/780669668071645184-1.jpg,Neutral,1
202,798437805147897856-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/798437805147897856-1.jpg,Negative,0
203,798242342205554689-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/798242342205554689-1.jpg,Negative,0
204,769194975057809409-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769194975057809409-1.jpg,Positive,2
205,801535323805093888-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/801535323805093888-1.jpg,Negative,0
206,783091329148526592-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/783091329148526592-1.jpg,Neutral,1
207,768633705875271684-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/768633705875271684-2.jpg,Negative,0
208,784448027129999360-4.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/784448027129999360-4.jpg,Neutral,1
209,769394489697964033-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769394489697964033-1.jpg,Positive,2
210,783158010218549248-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/783158010218549248-1.jpg,Positive,2
211,782043520701964288-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/782043520701964288-1.jpg,Neutral,1
212,769373228775211009-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/769373228775211009-2.jpg,Positive,2
213,801758871815684096-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/801758871815684096-1.jpg,Negative,0
214,799619726481702912-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/799619726481702912-1.jpg,Negative,0
215,769548651354030084-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/769548651354030084-1.jpg,Neutral,1
216,782997724874571777-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/782997724874571777-1.jpg,Neutral,1
217,123764060_8cc809ef2b.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/123764060_8cc809ef2b.jpg,Neutral,1
218,782204431014199296-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/782204431014199296-1.jpg,Neutral,1
219,799631386646814720-3.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/799631386646814720-3.jpg,Negative,0
220,801126706337574913-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/801126706337574913-1.jpg,Negative,0
221,797678418011754496-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/797678418011754496-1.jpg,Negative,0
222,781221701375909888-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/781221701375909888-1.jpg,Positive,2
223,798313095927975936-2.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/798313095927975936-2.jpg,Negative,0
224,804313605642428416-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/804313605642428416-1.jpg,Negative,0
225,797504866117677057-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/797504866117677057-1.jpg,Negative,0
226,784190408763011073-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Neutral/784190408763011073-1.jpg,Neutral,1
227,802513599101104128-1.jpg,/tf/notebooks/image_classifier/dataset_minify/Negative/802513599101104128-1.jpg,Negative,0
228,783672877803446272-3.jpg,/tf/notebooks/image_classifier/dataset_minify/Positive/783672877803446272-3.jpg,Positive,2
